unixtime,temp,oxy
1497594780,11.939867,6.2521
1497595380,11.823907,6.276134
1497595980,11.716708,6.303184
1497596580,11.591447,6.345237
1497597180,11.457002,6.389984
1497597780,11.331296,6.443234
1497598380,11.214373,6.47373
1497598980,11.106274,6.502094
1497599580,10.99801,6.541218
1497600180,10.889579,6.580658
1497600780,10.78098,6.620419
1497601380,10.681281,6.658046
1497601980,10.581437,6.685165
1497602580,10.47235,6.720378
1497603180,10.372199,6.742469
1497603780,10.271899,6.759259
1497604380,10.180586,6.790034
1497604980,10.089148,6.821011
1497605580,9.997582,6.841158
1497606180,9.924238,6.861787
1497606780,9.841628,6.890669
1497607380,9.768108,6.922679
1497607980,9.694504,6.943683
1497608580,9.620817,6.959187
1497609180,9.547044,6.997271
1497609780,9.473187,7.02994
1497610380,9.408491,7.037406
1497610980,9.334471,7.058968
1497611580,9.260365,7.08064
1497612180,9.19545,7.093981
1497612780,9.139755,7.12182
1497613380,9.08401,7.149792
1497613980,9.028215,7.189456
1497614580,8.981681,7.244029
1497615180,8.944428,7.307948
1497615780,8.925794,7.37859
1497616380,8.935112,7.49532
1497616980,8.944428,7.601657
1497617580,8.981681,7.744063
1497618180,9.037518,7.908529
1497618780,9.074714,8.024482
1497619380,9.121179,8.16534
1497619980,9.19545,8.326067
1497620580,9.297429,8.53542
1497621180,9.426982,8.733537
1497621780,9.547044,8.933043
1497622380,9.685298,9.093954
1497622980,9.850812,9.300813
1497623580,9.951752,9.399391
1497624180,10.098297,9.536028
1497624780,10.180586,9.613563
1497625380,10.326626,9.754402
1497625980,10.517824,9.912445
1497626580,10.717552,10.029189
1497627180,10.916703,10.073275
1497627780,11.160344,10.167103
1497628380,11.421108,10.24728
1497628980,11.725647,10.285576
1497629580,12.020043,10.329161
1497630180,12.339914,10.415735
1497630780,12.631988,10.436823
1497631380,12.967013,10.459114
1497631980,13.318221,10.52931
1497632580,13.554477,10.487478
1497633180,13.842381,10.523236
1497633780,14.172786,10.507474
1497634380,14.545281,10.529863
1497634980,14.864679,10.547752
1497635580,15.157306,10.55925
1497636180,15.363384,10.560156
1497636780,15.543384,10.517343
1497637380,15.628998,10.520345
1497637980,15.67178,10.414076
1497638580,15.688889,10.371909
1497639180,15.714547,10.256221
1497639780,15.78294,10.25681
1497640380,16.022005,10.334486
1497640980,16.209509,10.361673
1497641580,16.490239,10.426145
1497642180,16.727958,10.490286
1497642780,16.914444,10.511058
1497643380,17.168345,10.525332
1497643980,17.295128,10.450646
1497644580,17.52307,10.484528
1497645180,17.708555,10.397929
1497645780,17.851738,10.381808
1497646380,18.028443,10.308626
1497646980,18.112524,10.233589
1497647580,18.288965,10.16185
1497648180,18.448456,10.114398
1497648780,18.549119,10.000312
1497649380,18.649729,9.939473
1497649980,18.716774,9.899169
1497650580,18.792174,9.83907
1497651180,18.842425,9.703186
1497651780,18.892664,9.669563
1497652380,18.917779,9.552875
1497652980,18.917779,9.413401
1497653580,18.909408,9.327133
1497654180,18.892664,9.244485
1497654780,18.859173,9.144427
1497655380,18.808925,9.066489
1497655980,18.674874,8.832625
1497656580,18.448456,8.532297
1497657180,18.230171,8.201073
1497657780,17.986387,7.932431
1497658380,17.775951,7.800881
1497658980,17.590544,7.723069
1497659580,17.404921,7.633905
1497660180,17.252879,7.562156
1497660780,17.0753,7.430514
1497661380,16.897501,7.356232
1497661980,16.727958,7.298896
1497662580,16.558202,7.171328
1497663180,16.371217,7.056783
1497663780,16.175439,6.924151
1497664380,15.996414,6.784821
1497664980,15.817122,6.686911
1497665580,15.646113,6.588729
1497666180,15.491985,6.477643
1497666780,15.337645,6.368759
1497667380,15.183087,6.267093
1497667980,15.019701,6.164329
1497668580,14.873297,6.084161
1497669180,14.735315,6.022752
1497669780,14.588502,5.973773
1497670380,14.450128,5.947443
1497670980,14.311557,5.926168
1497671580,14.181465,5.90791
1497672180,14.051194,5.904163
1497672780,13.929444,5.893762
1497673380,13.816246,5.905365
1497673980,13.685457,5.9259
1497674580,13.554477,5.927377
1497675180,13.423302,5.953033
1497675780,13.29193,5.983754
1497676380,13.169135,6.01754
1497676980,13.037371,6.043913
1497677580,12.914205,6.08316
1497678180,12.790855,6.112857
1497678780,12.676149,6.140652
1497679380,12.56128,6.168661
1497679980,12.446247,6.206917
1497680580,12.331046,6.230364
1497681180,12.233437,6.254622
1497681780,12.153483,6.274588
1497682380,12.082344,6.287342
1497682980,12.002233,6.312596
1497683580,11.922038,6.322647
1497684180,11.850683,6.340737
1497684780,11.770326,6.356054
1497685380,11.698826,6.374315
1497685980,11.636207,6.38005
1497686580,11.582491,6.383519
1497687180,11.537698,6.379553
1497687780,11.492878,6.385913
1497688380,11.44803,6.376823
1497688980,11.403154,6.372907
1497689580,11.367234,6.3667
1497690180,11.340282,6.373629
1497690780,11.30433,6.393205
1497691380,11.277355,6.400174
1497691980,11.250369,6.417513
1497692580,11.223373,6.424518
1497693180,11.196367,6.447135
1497693780,11.169351,6.454182
1497694380,11.133314,6.479273
1497694980,11.097258,6.473038
1497695580,11.061184,6.492976
1497696180,11.016065,6.510108
1497696780,10.97995,6.530178
1497697380,10.961885,6.540239
1497697980,10.925741,6.549833
1497698580,10.898621,6.567636
1497699180,10.880536,6.572458
1497699780,10.871491,6.580179
1497700380,10.862445,6.609206
1497700980,10.84435,6.640797
1497701580,10.835301,6.702446
1497702180,10.817199,6.761688
1497702780,10.808146,6.835457
1497703380,10.817199,6.932841
1497703980,10.84435,7.089048
1497704580,10.862445,7.228106
1497705180,10.898621,7.364547
1497705780,10.934779,7.533983
1497706380,10.98898,7.695637
1497706980,11.025091,7.753046
1497707580,11.04314,7.709946
1497708180,11.04314,7.66028
1497708780,11.052162,7.602037
1497709380,11.070204,7.614943
1497709980,11.079223,7.630646
1497710580,11.088241,7.627877
1497711180,11.106274,7.653193
1497711780,11.115288,7.718717
1497712380,11.133314,7.7381
1497712980,11.142325,7.735297
1497713580,11.151335,7.707539
1497714180,11.169351,7.739401
1497714780,11.178358,7.805712
1497715380,11.214373,7.876823
1497715980,11.223373,7.918703
1497716580,11.241372,7.977298
1497717180,11.250369,8.019747
1497717780,11.277355,8.095889
1497718380,11.31332,8.249778
1497718980,11.358251,8.410647
1497719580,11.439057,8.604603
1497720180,11.492878,8.649329
1497720780,11.528736,8.707659
1497721380,11.564577,8.723656
1497721980,11.591447,8.721451
1497722580,11.618306,8.690859
1497723180,11.645156,8.660384
1497723780,11.671996,8.70068
1497724380,11.716708,8.727874
1497724980,11.743522,8.739969
1497725580,11.779259,8.734724
1497726180,11.797121,8.67174
1497726780,11.814979,8.651477
1497727380,11.868528,8.703896
1497727980,11.904206,8.663281
1497728580,11.922038,8.699685
1497729180,11.939867,8.686457
1497729780,11.984419,8.785282
1497730380,12.073447,8.957428
1497730980,12.180144,9.164739
1497731580,12.313308,9.398939
1497732180,12.437391,9.548513
1497732780,12.570122,9.722016
1497733380,12.684978,9.808067
1497733980,12.755578,9.862867
1497734580,12.817302,9.8803
1497735180,12.878981,9.864915
1497735780,12.914205,9.843264
1497736380,12.967013,9.814987
1497736980,13.054952,9.87997
1497737580,13.151578,9.917389
1497738180,13.213011,9.803543
1497738780,13.239325,9.696163
1497739380,13.204237,9.470125
1497739980,13.169135,9.265442
1497740580,13.134018,9.028477
1497741180,13.116454,8.872297
1497741780,13.081315,8.717911
1497742380,13.072528,8.699417
1497742980,13.06374,8.666723
1497743580,13.046162,8.658411
1497744180,13.02858,8.657215
1497744780,13.002199,8.560111
1497745380,12.975811,8.498963
1497745980,12.931811,8.423394
1497746580,12.887788,8.355437
1497747180,12.826116,8.307389
1497747780,12.755578,8.249078
1497748380,12.702634,8.1723
1497748980,12.649655,8.122787
1497749580,12.596642,8.053948
1497750180,12.543594,7.979298
1497750780,12.48166,7.882529
1497751380,12.410819,7.770855
1497751980,12.339914,7.654746
1497752580,12.251193,7.564219
1497753180,12.144594,7.443956
1497753780,12.037848,7.343652
1497754380,11.939867,7.259917
